gene_name,ensembl_gene_id,x,y,cluster_no,location_name
ICAM4,ENSG00000105371,-0.0414,-0.7275,1,"Erythroid cells - Oxygen transport"
KLF1,ENSG00000105610,-0.0409,-0.7289,1,"Erythroid cells - Oxygen transport"
HPS1,ENSG00000107521,-0.0433,-0.7216,1,"Erythroid cells - Oxygen transport"
MINPP1,ENSG00000107789,-0.0506,-0.7345,1,"Erythroid cells - Oxygen transport"
PRKAB1,ENSG00000111725,-0.0476,-0.7189,1,"Erythroid cells - Oxygen transport"
TMEM14C,ENSG00000111843,-0.0431,-0.7260,1,"Erythroid cells - Oxygen transport"
RHAG,ENSG00000112077,-0.0443,-0.7243,1,"Erythroid cells - Oxygen transport"
TSPO2,ENSG00000112212,-0.0478,-0.7312,1,"Erythroid cells - Oxygen transport"
HTRA2,ENSG00000115317,-0.0378,-0.7175,1,"Erythroid cells - Oxygen transport"
MRPL37,ENSG00000116221,-0.0206,-0.7092,1,"Erythroid cells - Oxygen transport"
CNRIP1,ENSG00000119865,-0.0410,-0.7231,1,"Erythroid cells - Oxygen transport"
EPX,ENSG00000121053,-0.0359,-0.7206,1,"Erythroid cells - Oxygen transport"
FAM117A,ENSG00000121104,-0.0441,-0.7305,1,"Erythroid cells - Oxygen transport"
CAT,ENSG00000121691,-0.0381,-0.7188,1,"Erythroid cells - Oxygen transport"
NFE2,ENSG00000123405,-0.0477,-0.7207,1,"Erythroid cells - Oxygen transport"
FAM210B,ENSG00000124098,-0.0412,-0.7259,1,"Erythroid cells - Oxygen transport"
UROD,ENSG00000126088,-0.0381,-0.7251,1,"Erythroid cells - Oxygen transport"
XPO7,ENSG00000130227,-0.0392,-0.7237,1,"Erythroid cells - Oxygen transport"
UBAC1,ENSG00000130560,-0.0374,-0.7221,1,"Erythroid cells - Oxygen transport"
HBZ,ENSG00000130656,-0.0357,-0.7295,1,"Erythroid cells - Oxygen transport"
TMCC2,ENSG00000133069,-0.0550,-0.7202,1,"Erythroid cells - Oxygen transport"
SEC14L4,ENSG00000133488,-0.0378,-0.7283,1,"Erythroid cells - Oxygen transport"
CA1,ENSG00000133742,-0.0401,-0.7244,1,"Erythroid cells - Oxygen transport"
CMPK2,ENSG00000134326,-0.0420,-0.7235,1,"Erythroid cells - Oxygen transport"
C9orf40,ENSG00000135045,-0.0246,-0.7113,1,"Erythroid cells - Oxygen transport"
CDK4,ENSG00000135446,-0.0279,-0.7166,1,"Erythroid cells - Oxygen transport"
ABCB10,ENSG00000135776,-0.0470,-0.7334,1,"Erythroid cells - Oxygen transport"
RNASEH2B,ENSG00000136104,-0.0343,-0.7195,1,"Erythroid cells - Oxygen transport"
GYPC,ENSG00000136732,-0.0390,-0.7281,1,"Erythroid cells - Oxygen transport"
DPM2,ENSG00000136908,-0.0223,-0.7109,1,"Erythroid cells - Oxygen transport"
ANP32B,ENSG00000136938,-0.0163,-0.7074,1,"Erythroid cells - Oxygen transport"
TMEM14B,ENSG00000137210,-0.0373,-0.7236,1,"Erythroid cells - Oxygen transport"
RANBP10,ENSG00000141084,0.2381,0.8083,1,"Erythroid cells - Oxygen transport"
NARF,ENSG00000141562,-0.0389,-0.7231,1,"Erythroid cells - Oxygen transport"
PPOX,ENSG00000143224,-0.0350,-0.7238,1,"Erythroid cells - Oxygen transport"
PKLR,ENSG00000143627,-0.0363,-0.7199,1,"Erythroid cells - Oxygen transport"
HES6,ENSG00000144485,-0.0375,-0.7245,1,"Erythroid cells - Oxygen transport"
POMGNT2,ENSG00000144647,-0.0363,-0.7066,1,"Erythroid cells - Oxygen transport"
SNCA,ENSG00000145335,-0.0498,-0.7207,1,"Erythroid cells - Oxygen transport"
TBC1D7,ENSG00000145979,-0.0396,-0.7264,1,"Erythroid cells - Oxygen transport"
SLC25A37,ENSG00000147454,-0.0363,-0.7255,1,"Erythroid cells - Oxygen transport"
ALAD,ENSG00000148218,-0.0392,-0.7239,1,"Erythroid cells - Oxygen transport"
SLC43A1,ENSG00000149150,-0.0341,-0.7176,1,"Erythroid cells - Oxygen transport"
TLCD4,ENSG00000152078,-0.0457,-0.7284,1,"Erythroid cells - Oxygen transport"
VBP1,ENSG00000155959,-0.0393,-0.7245,1,"Erythroid cells - Oxygen transport"
PABIR2,ENSG00000156504,-0.0577,-0.6912,1,"Erythroid cells - Oxygen transport"
SNX22,ENSG00000157734,-0.0443,-0.7329,1,"Erythroid cells - Oxygen transport"
ALAS2,ENSG00000158578,-0.0369,-0.7287,1,"Erythroid cells - Oxygen transport"
ANKLE1,ENSG00000160117,-0.0408,-0.7301,1,"Erythroid cells - Oxygen transport"
FOXH1,ENSG00000160973,-0.0410,-0.7283,1,"Erythroid cells - Oxygen transport"
TAL1,ENSG00000162367,-0.0595,-0.7130,1,"Erythroid cells - Oxygen transport"
TRIM58,ENSG00000162722,-0.0572,-0.7128,1,"Erythroid cells - Oxygen transport"
SPTA1,ENSG00000163554,-0.0429,-0.7257,1,"Erythroid cells - Oxygen transport"
ERMAP,ENSG00000164010,-0.0441,-0.7279,1,"Erythroid cells - Oxygen transport"
RNF123,ENSG00000164068,-0.0441,-0.7266,1,"Erythroid cells - Oxygen transport"
FXN,ENSG00000165060,-0.0379,-0.7213,1,"Erythroid cells - Oxygen transport"
GFI1B,ENSG00000165702,-0.0424,-0.7218,1,"Erythroid cells - Oxygen transport"
PCLAF,ENSG00000166803,-0.0217,-0.7106,1,"Erythroid cells - Oxygen transport"
EPB42,ENSG00000166947,-0.0434,-0.7301,1,"Erythroid cells - Oxygen transport"
RCCD1,ENSG00000166965,-0.0139,-0.7045,1,"Erythroid cells - Oxygen transport"
DHRS13,ENSG00000167536,-0.0392,-0.7237,1,"Erythroid cells - Oxygen transport"
PRDX2,ENSG00000167815,-0.0378,-0.7272,1,"Erythroid cells - Oxygen transport"
FAM178B,ENSG00000168754,-0.0342,-0.7250,1,"Erythroid cells - Oxygen transport"
AHSP,ENSG00000169877,-0.0404,-0.7253,1,"Erythroid cells - Oxygen transport"
GYPA,ENSG00000170180,-0.0429,-0.7262,1,"Erythroid cells - Oxygen transport"
NANP,ENSG00000170191,-0.0406,-0.7249,1,"Erythroid cells - Oxygen transport"
RFESD,ENSG00000175449,-0.0411,-0.7243,1,"Erythroid cells - Oxygen transport"
FARSA,ENSG00000179115,-0.0347,-0.7167,1,"Erythroid cells - Oxygen transport"
RAD23A,ENSG00000179262,-0.0433,-0.7299,1,"Erythroid cells - Oxygen transport"
TMEM86B,ENSG00000180089,-0.0415,-0.7253,1,"Erythroid cells - Oxygen transport"
GLRX5,ENSG00000182512,-0.0398,-0.7246,1,"Erythroid cells - Oxygen transport"
SLC25A21,ENSG00000183032,-0.0323,-0.7286,1,"Erythroid cells - Oxygen transport"
BOLA2,ENSG00000183336,-0.0416,-0.7268,1,"Erythroid cells - Oxygen transport"
TANGO2,ENSG00000183597,-0.0442,-0.7236,1,"Erythroid cells - Oxygen transport"
TOP1MT,ENSG00000184428,-0.0363,-0.7173,1,"Erythroid cells - Oxygen transport"
HDDC3,ENSG00000184508,-0.0298,-0.7027,1,"Erythroid cells - Oxygen transport"
PRSS57,ENSG00000185198,-0.0459,-0.7302,1,"Erythroid cells - Oxygen transport"
RHD,ENSG00000187010,-0.0434,-0.7273,1,"Erythroid cells - Oxygen transport"
EPOR,ENSG00000187266,-0.0437,-0.7219,1,"Erythroid cells - Oxygen transport"
C17orf99,ENSG00000187997,-0.0375,-0.7227,1,"Erythroid cells - Oxygen transport"
HBA2,ENSG00000188536,-0.0431,-0.7271,1,"Erythroid cells - Oxygen transport"
RHCE,ENSG00000188672,-0.0403,-0.7270,1,"Erythroid cells - Oxygen transport"
UROS,ENSG00000188690,-0.0395,-0.7250,1,"Erythroid cells - Oxygen transport"
HBG2,ENSG00000196565,-0.0399,-0.7260,1,"Erythroid cells - Oxygen transport"
DDI2,ENSG00000197312,-0.0286,-0.7194,1,"Erythroid cells - Oxygen transport"
GYPE,ENSG00000197465,-0.0414,-0.7259,1,"Erythroid cells - Oxygen transport"
CR1L,ENSG00000197721,-0.0399,-0.7343,1,"Erythroid cells - Oxygen transport"
KEL,ENSG00000197993,-0.0448,-0.7297,1,"Erythroid cells - Oxygen transport"
TFDP1,ENSG00000198176,-0.0327,-0.7178,1,"Erythroid cells - Oxygen transport"
EIF1AY,ENSG00000198692,-0.0438,-0.7154,1,"Erythroid cells - Oxygen transport"
LDB1,ENSG00000198728,-0.0275,-0.7073,1,"Erythroid cells - Oxygen transport"
OR10Z1,ENSG00000198967,-0.0440,-0.7256,1,"Erythroid cells - Oxygen transport"
IFIT1B,ENSG00000204010,-0.0450,-0.7291,1,"Erythroid cells - Oxygen transport"
ZNF551,ENSG00000204519,-0.0448,-0.7247,1,"Erythroid cells - Oxygen transport"
TRIM10,ENSG00000204613,-0.0398,-0.7278,1,"Erythroid cells - Oxygen transport"
E2F4,ENSG00000205250,-0.0398,-0.7250,1,"Erythroid cells - Oxygen transport"
NT5M,ENSG00000205309,-0.0571,-0.7132,1,"Erythroid cells - Oxygen transport"
MFSD2B,ENSG00000205639,-0.0459,-0.7249,1,"Erythroid cells - Oxygen transport"
HBA1,ENSG00000206172,-0.0446,-0.7287,1,"Erythroid cells - Oxygen transport"
HBM,ENSG00000206177,-0.0435,-0.7264,1,"Erythroid cells - Oxygen transport"
SLC48A1,ENSG00000211584,-0.0351,-0.7203,1,"Erythroid cells - Oxygen transport"
DNAJC9,ENSG00000213551,-0.0089,-0.7013,1,"Erythroid cells - Oxygen transport"
HBE1,ENSG00000213931,-0.0406,-0.7247,1,"Erythroid cells - Oxygen transport"
HBG1,ENSG00000213934,-0.0409,-0.7252,1,"Erythroid cells - Oxygen transport"
PPME1,ENSG00000214517,-0.0365,-0.7208,1,"Erythroid cells - Oxygen transport"
HBD,ENSG00000223609,-0.0424,-0.7267,1,"Erythroid cells - Oxygen transport"
SMIM1,ENSG00000235169,-0.0403,-0.7249,1,"Erythroid cells - Oxygen transport"
HBB,ENSG00000244734,-0.0415,-0.7263,1,"Erythroid cells - Oxygen transport"
GYPB,ENSG00000250361,-0.0414,-0.7253,1,"Erythroid cells - Oxygen transport"
HMBS,ENSG00000256269,-0.0392,-0.7249,1,"Erythroid cells - Oxygen transport"
ENSG00000284931,ENSG00000284931,-0.0392,-0.7263,1,"Erythroid cells - Oxygen transport"
CALCR,ENSG00000004948,0.6844,-0.0133,2,"Skeletal myocytes - Muscle contraction"
PAX7,ENSG00000009709,0.6839,-0.0135,2,"Skeletal myocytes - Muscle contraction"
MUSK,ENSG00000030304,0.6783,-0.0201,2,"Skeletal myocytes - Muscle contraction"
CACNB1,ENSG00000067191,0.7553,0.0360,2,"Skeletal myocytes - Muscle contraction"
PYGM,ENSG00000068976,0.7584,0.0346,2,"Skeletal myocytes - Muscle contraction"
TMEM38A,ENSG00000072954,0.7511,0.0385,2,"Skeletal myocytes - Muscle contraction"
PGM1,ENSG00000079739,0.7241,0.0760,2,"Skeletal myocytes - Muscle contraction"
CACNA1S,ENSG00000081248,0.7612,0.0385,2,"Skeletal myocytes - Muscle contraction"
MYBPC2,ENSG00000086967,0.7664,0.0407,2,"Skeletal myocytes - Muscle contraction"
EEF1A2,ENSG00000101210,0.7524,0.0353,2,"Skeletal myocytes - Muscle contraction"
MYLK2,ENSG00000101306,0.7606,0.0335,2,"Skeletal myocytes - Muscle contraction"
TNNC2,ENSG00000101470,0.7579,0.0356,2,"Skeletal myocytes - Muscle contraction"
ATP1B4,ENSG00000101892,0.7597,0.0318,2,"Skeletal myocytes - Muscle contraction"
KCNA7,ENSG00000104848,0.7606,0.0355,2,"Skeletal myocytes - Muscle contraction"
TNNT1,ENSG00000105048,0.7621,0.0405,2,"Skeletal myocytes - Muscle contraction"
PITX3,ENSG00000107859,0.6873,-0.0108,2,"Skeletal myocytes - Muscle contraction"
ENO3,ENSG00000108515,0.7452,0.0502,2,"Skeletal myocytes - Muscle contraction"
CACNG1,ENSG00000108878,0.7588,0.0340,2,"Skeletal myocytes - Muscle contraction"
MYH1,ENSG00000109061,0.7589,0.0323,2,"Skeletal myocytes - Muscle contraction"
MYF6,ENSG00000111046,0.7570,0.0336,2,"Skeletal myocytes - Muscle contraction"
MYF5,ENSG00000111049,0.6839,-0.0135,2,"Skeletal myocytes - Muscle contraction"
TNNC1,ENSG00000114854,0.7505,0.0435,2,"Skeletal myocytes - Muscle contraction"
PRKAG3,ENSG00000115592,0.7599,0.0307,2,"Skeletal myocytes - Muscle contraction"
MYOT,ENSG00000120729,0.7591,0.0362,2,"Skeletal myocytes - Muscle contraction"
MYOG,ENSG00000122180,0.7586,0.0319,2,"Skeletal myocytes - Muscle contraction"
APOBEC2,ENSG00000124701,0.7472,0.0457,2,"Skeletal myocytes - Muscle contraction"
MYH2,ENSG00000125414,0.7576,0.0333,2,"Skeletal myocytes - Muscle contraction"
BEST3,ENSG00000127325,0.7609,0.0301,2,"Skeletal myocytes - Muscle contraction"
MYOD1,ENSG00000129152,0.7576,0.0325,2,"Skeletal myocytes - Muscle contraction"
CDH15,ENSG00000129910,0.6915,-0.0076,2,"Skeletal myocytes - Muscle contraction"
TNNT3,ENSG00000130595,0.7574,0.0295,2,"Skeletal myocytes - Muscle contraction"
TNNI2,ENSG00000130598,0.7596,0.0347,2,"Skeletal myocytes - Muscle contraction"
FBP2,ENSG00000130957,0.7589,0.0369,2,"Skeletal myocytes - Muscle contraction"
EDA2R,ENSG00000131080,0.7596,0.0309,2,"Skeletal myocytes - Muscle contraction"
MYH8,ENSG00000133020,0.7577,0.0340,2,"Skeletal myocytes - Muscle contraction"
MYBPH,ENSG00000133055,0.7573,0.0337,2,"Skeletal myocytes - Muscle contraction"
KCP,ENSG00000135253,0.7566,0.0314,2,"Skeletal myocytes - Muscle contraction"
CHRND,ENSG00000135902,0.7563,0.0345,2,"Skeletal myocytes - Muscle contraction"
ALPK3,ENSG00000136383,0.7512,0.0359,2,"Skeletal myocytes - Muscle contraction"
VEZF1,ENSG00000136451,0.6760,-0.0165,2,"Skeletal myocytes - Muscle contraction"
DNAJB5,ENSG00000137094,0.7202,0.0411,2,"Skeletal myocytes - Muscle contraction"
LBX1,ENSG00000138136,0.6971,-0.0041,2,"Skeletal myocytes - Muscle contraction"
CHRNA1,ENSG00000138435,0.6967,-0.0044,2,"Skeletal myocytes - Muscle contraction"
FEM1A,ENSG00000141965,0.7568,0.0306,2,"Skeletal myocytes - Muscle contraction"
SYPL2,ENSG00000143028,0.7533,0.0373,2,"Skeletal myocytes - Muscle contraction"
CASQ1,ENSG00000143318,0.7602,0.0312,2,"Skeletal myocytes - Muscle contraction"
SEMA6C,ENSG00000143434,0.7532,0.0383,2,"Skeletal myocytes - Muscle contraction"
ACTA1,ENSG00000143632,0.7464,0.0460,2,"Skeletal myocytes - Muscle contraction"
GADL1,ENSG00000144644,0.7588,0.0370,2,"Skeletal myocytes - Muscle contraction"
DDIT4L,ENSG00000145358,0.7491,0.0395,2,"Skeletal myocytes - Muscle contraction"
PM20D2,ENSG00000146281,0.7315,0.0307,2,"Skeletal myocytes - Muscle contraction"
ASB10,ENSG00000146926,0.7547,0.0372,2,"Skeletal myocytes - Muscle contraction"
ARHGAP36,ENSG00000147256,0.7553,0.0352,2,"Skeletal myocytes - Muscle contraction"
IDI2,ENSG00000148377,0.7598,0.0384,2,"Skeletal myocytes - Muscle contraction"
POU4F1,ENSG00000152192,0.6828,-0.0147,2,"Skeletal myocytes - Muscle contraction"
ZIC1,ENSG00000152977,0.6725,-0.0268,2,"Skeletal myocytes - Muscle contraction"
OBSCN,ENSG00000154358,0.7505,0.0420,2,"Skeletal myocytes - Muscle contraction"
PDLIM3,ENSG00000154553,0.7529,0.0320,2,"Skeletal myocytes - Muscle contraction"
KLHL40,ENSG00000157119,0.7535,0.0303,2,"Skeletal myocytes - Muscle contraction"
TRIM63,ENSG00000158022,0.7455,0.0498,2,"Skeletal myocytes - Muscle contraction"
TNNI1,ENSG00000159173,0.7535,0.0323,2,"Skeletal myocytes - Muscle contraction"
PCNT,ENSG00000160299,0.7608,0.0310,2,"Skeletal myocytes - Muscle contraction"
FGFR4,ENSG00000160867,0.6838,-0.0137,2,"Skeletal myocytes - Muscle contraction"
ASB16,ENSG00000161664,0.7437,0.0344,2,"Skeletal myocytes - Muscle contraction"
EMC10,ENSG00000161671,0.7575,0.0350,2,"Skeletal myocytes - Muscle contraction"
IP6K3,ENSG00000161896,0.7309,0.0202,2,"Skeletal myocytes - Muscle contraction"
AGL,ENSG00000162688,0.7212,0.0714,2,"Skeletal myocytes - Muscle contraction"
ANKRD23,ENSG00000163126,0.7637,0.0270,2,"Skeletal myocytes - Muscle contraction"
TMOD4,ENSG00000163157,0.7644,0.0262,2,"Skeletal myocytes - Muscle contraction"
IGFN1,ENSG00000163395,0.6879,-0.0096,2,"Skeletal myocytes - Muscle contraction"
MYOZ3,ENSG00000164591,0.7548,0.0357,2,"Skeletal myocytes - Muscle contraction"
CA3,ENSG00000164879,0.7570,0.0336,2,"Skeletal myocytes - Muscle contraction"
NIPSNAP3B,ENSG00000165028,0.7297,0.0621,2,"Skeletal myocytes - Muscle contraction"
RAPSN,ENSG00000165917,0.6899,-0.0087,2,"Skeletal myocytes - Muscle contraction"
MSS51,ENSG00000166343,0.7528,0.0379,2,"Skeletal myocytes - Muscle contraction"
RRAD,ENSG00000166592,0.7553,0.0340,2,"Skeletal myocytes - Muscle contraction"
PPDPFL,ENSG00000168333,0.7574,0.0334,2,"Skeletal myocytes - Muscle contraction"
KLHL30,ENSG00000168427,0.7284,0.0619,2,"Skeletal myocytes - Muscle contraction"
MYL1,ENSG00000168530,0.7569,0.0336,2,"Skeletal myocytes - Muscle contraction"
GDNF,ENSG00000168621,0.7552,0.0356,2,"Skeletal myocytes - Muscle contraction"
TACR3,ENSG00000169836,-0.3454,-0.1408,2,"Skeletal myocytes - Muscle contraction"
CALML6,ENSG00000169885,0.7532,0.0301,2,"Skeletal myocytes - Muscle contraction"
VGLL2,ENSG00000170162,0.7573,0.0316,2,"Skeletal myocytes - Muscle contraction"
SLN,ENSG00000170290,0.7488,0.0539,2,"Skeletal myocytes - Muscle contraction"
CLCN5,ENSG00000171365,0.6835,-0.0140,2,"Skeletal myocytes - Muscle contraction"
DAG1,ENSG00000173402,0.6849,-0.0140,2,"Skeletal myocytes - Muscle contraction"
TCAP,ENSG00000173991,0.7519,0.0408,2,"Skeletal myocytes - Muscle contraction"
UCP3,ENSG00000175564,0.7567,0.0340,2,"Skeletal myocytes - Muscle contraction"
KLHL38,ENSG00000175946,0.7583,0.0320,2,"Skeletal myocytes - Muscle contraction"
TRIM72,ENSG00000177238,0.7506,0.0294,2,"Skeletal myocytes - Muscle contraction"
NHLH2,ENSG00000177551,0.7608,0.0299,2,"Skeletal myocytes - Muscle contraction"
YIPF7,ENSG00000177752,0.7574,0.0344,2,"Skeletal myocytes - Muscle contraction"
MYOZ1,ENSG00000177791,0.7570,0.0336,2,"Skeletal myocytes - Muscle contraction"
TMEM52,ENSG00000178821,0.7569,0.0345,2,"Skeletal myocytes - Muscle contraction"
MYL11,ENSG00000180209,0.7580,0.0325,2,"Skeletal myocytes - Muscle contraction"
CAV3,ENSG00000182533,0.7495,0.0385,2,"Skeletal myocytes - Muscle contraction"
PPP1R27,ENSG00000182676,0.7586,0.0324,2,"Skeletal myocytes - Muscle contraction"
MAFA,ENSG00000182759,0.7575,0.0345,2,"Skeletal myocytes - Muscle contraction"
NEB,ENSG00000183091,0.7578,0.0317,2,"Skeletal myocytes - Muscle contraction"
FHL3,ENSG00000183386,0.7537,0.0300,2,"Skeletal myocytes - Muscle contraction"
PGPEP1L,ENSG00000183571,0.7545,0.0349,2,"Skeletal myocytes - Muscle contraction"
SRPK3,ENSG00000184343,0.7578,0.0331,2,"Skeletal myocytes - Muscle contraction"
ADSS1,ENSG00000185100,0.7283,0.0709,2,"Skeletal myocytes - Muscle contraction"
MYADML2,ENSG00000185105,0.7327,0.0669,2,"Skeletal myocytes - Muscle contraction"
KLHL33,ENSG00000185271,0.7524,0.0350,2,"Skeletal myocytes - Muscle contraction"
STAC3,ENSG00000185482,0.7515,0.0300,2,"Skeletal myocytes - Muscle contraction"
LCE3A,ENSG00000185962,-0.4063,0.5102,2,"Skeletal myocytes - Muscle contraction"
DUSP29,ENSG00000188716,0.7544,0.0362,2,"Skeletal myocytes - Muscle contraction"
MYBPC1,ENSG00000196091,0.7590,0.0364,2,"Skeletal myocytes - Muscle contraction"
RYR1,ENSG00000196218,0.7608,0.0337,2,"Skeletal myocytes - Muscle contraction"
ATP2A1,ENSG00000196296,0.7573,0.0332,2,"Skeletal myocytes - Muscle contraction"
CHRNG,ENSG00000196811,0.7575,0.0344,2,"Skeletal myocytes - Muscle contraction"
OR14J1,ENSG00000204695,0.7532,0.0376,2,"Skeletal myocytes - Muscle contraction"
PCDHGA1,ENSG00000204956,0.7539,0.0369,2,"Skeletal myocytes - Muscle contraction"
ANKRD39,ENSG00000213337,0.7536,0.0356,2,"Skeletal myocytes - Muscle contraction"
CEACAM16,ENSG00000213892,0.6828,-0.0140,2,"Skeletal myocytes - Muscle contraction"
SMTNL1,ENSG00000214872,0.7580,0.0327,2,"Skeletal myocytes - Muscle contraction"
MRLN,ENSG00000227877,0.7534,0.0318,2,"Skeletal myocytes - Muscle contraction"
KLHL41,ENSG00000239474,0.7576,0.0329,2,"Skeletal myocytes - Muscle contraction"
STRIT1,ENSG00000240045,0.7543,0.0311,2,"Skeletal myocytes - Muscle contraction"
C4orf54,ENSG00000248713,0.7555,0.0360,2,"Skeletal myocytes - Muscle contraction"
ACTN3,ENSG00000248746,0.7538,0.0309,2,"Skeletal myocytes - Muscle contraction"
PCDHGA7,ENSG00000253537,0.6918,-0.0015,2,"Skeletal myocytes - Muscle contraction"
PCDHGA6,ENSG00000253731,0.7566,0.0335,2,"Skeletal myocytes - Muscle contraction"
PCDHGA8,ENSG00000253767,0.7524,0.0335,2,"Skeletal myocytes - Muscle contraction"
PCDHGA10,ENSG00000253846,0.7452,0.0270,2,"Skeletal myocytes - Muscle contraction"
PCDHGA11,ENSG00000253873,0.7555,0.0345,2,"Skeletal myocytes - Muscle contraction"
PCDHGA9,ENSG00000261934,0.4308,-0.1281,2,"Skeletal myocytes - Muscle contraction"
PCDHGA4,ENSG00000262576,0.7515,0.0332,2,"Skeletal myocytes - Muscle contraction"
MYH4,ENSG00000264424,0.7579,0.0330,2,"Skeletal myocytes - Muscle contraction"
ENSG00000278704,ENSG00000278704,0.6896,-0.0007,2,"Skeletal myocytes - Muscle contraction"
PRR33,ENSG00000283787,0.7524,0.0399,2,"Skeletal myocytes - Muscle contraction"
DUS4L-BCAP29,ENSG00000288558,0.7542,0.0315,2,"Skeletal myocytes - Muscle contraction"
ENPP4,ENSG00000001561,0.7462,0.5795,3,"Basal prostatic cells - Lipid metabolism"
FKBP4,ENSG00000004478,0.7079,0.4794,3,"Basal prostatic cells - Lipid metabolism"
PDK4,ENSG00000004799,0.7535,0.5775,3,"Basal prostatic cells - Lipid metabolism"
ELOVL5,ENSG00000012660,0.7486,0.5772,3,"Basal prostatic cells - Lipid metabolism"
RALBP1,ENSG00000017797,0.7380,0.5722,3,"Basal prostatic cells - Lipid metabolism"
WWC3,ENSG00000047644,0.7480,0.5714,3,"Basal prostatic cells - Lipid metabolism"
TLE2,ENSG00000065717,0.7533,0.5776,3,"Basal prostatic cells - Lipid metabolism"
FAM107B,ENSG00000065809,0.7496,0.5722,3,"Basal prostatic cells - Lipid metabolism"
DHX29,ENSG00000067248,0.7493,0.5794,3,"Basal prostatic cells - Lipid metabolism"
LAPTM4A,ENSG00000068697,0.7461,0.5721,3,"Basal prostatic cells - Lipid metabolism"
PANX2,ENSG00000073150,0.7547,0.5791,3,"Basal prostatic cells - Lipid metabolism"
PTGS2,ENSG00000073756,0.7497,0.5807,3,"Basal prostatic cells - Lipid metabolism"
SESN1,ENSG00000080546,0.0689,-0.0599,3,"Basal prostatic cells - Lipid metabolism"
GSTP1,ENSG00000084207,0.7407,0.5738,3,"Basal prostatic cells - Lipid metabolism"
AKR1B1,ENSG00000085662,0.7404,0.5717,3,"Basal prostatic cells - Lipid metabolism"
AAMDC,ENSG00000087884,0.7384,0.5855,3,"Basal prostatic cells - Lipid metabolism"
PDRG1,ENSG00000088356,0.7466,0.5786,3,"Basal prostatic cells - Lipid metabolism"
TRMT6,ENSG00000089195,0.7474,0.5743,3,"Basal prostatic cells - Lipid metabolism"
SLC7A8,ENSG00000092068,0.7525,0.5709,3,"Basal prostatic cells - Lipid metabolism"
SUCO,ENSG00000094975,0.7424,0.5787,3,"Basal prostatic cells - Lipid metabolism"
PGC,ENSG00000096088,0.7351,0.5648,3,"Basal prostatic cells - Lipid metabolism"
MZF1,ENSG00000099326,0.7492,0.5783,3,"Basal prostatic cells - Lipid metabolism"
PATZ1,ENSG00000100105,0.7278,0.5266,3,"Basal prostatic cells - Lipid metabolism"
SEC23B,ENSG00000101310,0.7520,0.5840,3,"Basal prostatic cells - Lipid metabolism"
CST4,ENSG00000101441,0.7441,0.5748,3,"Basal prostatic cells - Lipid metabolism"
