gene_name,ensembl_gene_id,x,y,cluster_no,location_name
KIF26A,ENSG00000066735,0.2472,0.4534,14,"Adipose tissue - Angiogenesis"
KLF6,ENSG00000067082,0.2684,0.5195,14,"Adipose tissue - Angiogenesis"
EVI5,ENSG00000067208,0.3461,0.4135,14,"Adipose tissue - Angiogenesis"
ACSL4,ENSG00000068366,0.3185,0.4505,14,"Adipose tissue - Angiogenesis"
ADGRF5,ENSG00000069122,0.2813,0.4497,14,"Adipose tissue - Angiogenesis"
FSTL3,ENSG00000070404,0.2794,0.4532,14,"Adipose tissue - Angiogenesis"
PICALM,ENSG00000073921,0.2961,0.5008,14,"Adipose tissue - Angiogenesis"
NOTCH3,ENSG00000074181,0.2551,0.5366,14,"Adipose tissue - Angiogenesis"
FNDC3B,ENSG00000075420,0.3224,0.4231,14,"Adipose tissue - Angiogenesis"
RBMS2,ENSG00000076067,0.2879,0.4543,14,"Adipose tissue - Angiogenesis"
ACACB,ENSG00000076555,0.2890,0.5093,14,"Adipose tissue - Angiogenesis"
FAP,ENSG00000078098,0.2471,0.4413,14,"Adipose tissue - Angiogenesis"
EDN1,ENSG00000078401,0.2878,0.5080,14,"Adipose tissue - Angiogenesis"
RAPGEF3,ENSG00000079337,0.2535,0.4665,14,"Adipose tissue - Angiogenesis"
LIPE,ENSG00000079435,0.2852,0.5084,14,"Adipose tissue - Angiogenesis"
COL5A3,ENSG00000080573,0.2791,0.4614,14,"Adipose tissue - Angiogenesis"
BCORL1,ENSG00000085185,0.2226,0.4392,14,"Adipose tissue - Angiogenesis"
WNT11,ENSG00000085741,0.2816,0.5087,14,"Adipose tissue - Angiogenesis"
ADAMTS2,ENSG00000087116,0.2626,0.4721,14,"Adipose tissue - Angiogenesis"
PGS1,ENSG00000087157,0.2823,0.4667,14,"Adipose tissue - Angiogenesis"
PXN,ENSG00000089159,0.2756,0.4540,14,"Adipose tissue - Angiogenesis"
ICAM1,ENSG00000090339,0.3050,0.4952,14,"Adipose tissue - Angiogenesis"
CD209,ENSG00000090659,0.3431,0.4321,14,"Adipose tissue - Angiogenesis"
PLEKHG2,ENSG00000090924,0.2666,0.5049,14,"Adipose tissue - Angiogenesis"
LAMB1,ENSG00000091136,0.3189,0.4327,14,"Adipose tissue - Angiogenesis"
ANGPT2,ENSG00000091879,0.2908,0.4987,14,"Adipose tissue - Angiogenesis"
FMO2,ENSG00000094963,0.2533,0.5309,14,"Adipose tissue - Angiogenesis"
NRP1,ENSG00000099250,0.2997,0.4491,14,"Adipose tissue - Angiogenesis"
PALMD,ENSG00000099260,0.2796,0.4639,14,"Adipose tissue - Angiogenesis"
SUSD2,ENSG00000099994,0.2830,0.5001,14,"Adipose tissue - Angiogenesis"
GGT5,ENSG00000099998,0.2588,0.4866,14,"Adipose tissue - Angiogenesis"
TIMP3,ENSG00000100234,0.2932,0.4594,14,"Adipose tissue - Angiogenesis"
PDGFB,ENSG00000100311,0.2809,0.4553,14,"Adipose tissue - Angiogenesis"
LGMN,ENSG00000100600,0.3208,0.4415,14,"Adipose tissue - Angiogenesis"
PLTP,ENSG00000100979,0.2941,0.4843,14,"Adipose tissue - Angiogenesis"
PROCR,ENSG00000101000,0.2845,0.5032,14,"Adipose tissue - Angiogenesis"
SLCO4A1,ENSG00000101187,0.2718,0.4752,14,"Adipose tissue - Angiogenesis"
ISM1,ENSG00000101230,0.2819,0.4993,14,"Adipose tissue - Angiogenesis"
JAG1,ENSG00000101384,0.2656,0.5368,14,"Adipose tissue - Angiogenesis"
STS,ENSG00000101846,0.3258,0.4344,14,"Adipose tissue - Angiogenesis"
SRPX,ENSG00000101955,0.2787,0.5121,14,"Adipose tissue - Angiogenesis"
GABRE,ENSG00000102287,0.2543,0.4631,14,"Adipose tissue - Angiogenesis"
SRPX2,ENSG00000102359,0.2752,0.5146,14,"Adipose tissue - Angiogenesis"
RGCC,ENSG00000102760,0.2809,0.4596,14,"Adipose tissue - Angiogenesis"
MEDAG,ENSG00000102802,0.2640,0.5316,14,"Adipose tissue - Angiogenesis"
CRISPLD2,ENSG00000103196,0.2321,0.4593,14,"Adipose tissue - Angiogenesis"
CD276,ENSG00000103855,0.2390,0.4532,14,"Adipose tissue - Angiogenesis"
EHD4,ENSG00000103966,0.2398,0.5056,14,"Adipose tissue - Angiogenesis"
PRX,ENSG00000105227,0.2814,0.4556,14,"Adipose tissue - Angiogenesis"
HAS1,ENSG00000105509,0.2863,0.5134,14,"Adipose tissue - Angiogenesis"
RASIP1,ENSG00000105538,0.2698,0.4586,14,"Adipose tissue - Angiogenesis"
MIER2,ENSG00000105556,0.2650,0.4534,14,"Adipose tissue - Angiogenesis"
CAV2,ENSG00000105971,0.2760,0.4644,14,"Adipose tissue - Angiogenesis"
CAV1,ENSG00000105974,0.2941,0.4702,14,"Adipose tissue - Angiogenesis"
MET,ENSG00000105976,0.3482,0.4263,14,"Adipose tissue - Angiogenesis"
NOD1,ENSG00000106100,0.2936,0.4660,14,"Adipose tissue - Angiogenesis"
SERPINE1,ENSG00000106366,0.2857,0.5002,14,"Adipose tissue - Angiogenesis"
MEOX2,ENSG00000106511,0.2961,0.4724,14,"Adipose tissue - Angiogenesis"
AHR,ENSG00000106546,0.3193,0.4832,14,"Adipose tissue - Angiogenesis"
TGFBR1,ENSG00000106799,0.3017,0.4298,14,"Adipose tissue - Angiogenesis"
ENG,ENSG00000106991,0.2499,0.4639,14,"Adipose tissue - Angiogenesis"
EBF3,ENSG00000108001,0.2669,0.4980,14,"Adipose tissue - Angiogenesis"
CSF3,ENSG00000108342,0.2822,0.5055,14,"Adipose tissue - Angiogenesis"
CCL2,ENSG00000108691,0.2695,0.5206,14,"Adipose tissue - Angiogenesis"
WSB1,ENSG00000109046,0.2915,0.4936,14,"Adipose tissue - Angiogenesis"
TNFAIP1,ENSG00000109079,0.3295,0.4428,14,"Adipose tissue - Angiogenesis"
CTSC,ENSG00000109861,0.3324,0.4333,14,"Adipose tissue - Angiogenesis"
ZBTB16,ENSG00000109906,0.2605,0.5099,14,"Adipose tissue - Angiogenesis"
MS4A4A,ENSG00000110079,0.3365,0.4294,14,"Adipose tissue - Angiogenesis"
GALNT18,ENSG00000110328,0.2707,0.4646,14,"Adipose tissue - Angiogenesis"
HIPK3,ENSG00000110422,0.2687,0.4722,14,"Adipose tissue - Angiogenesis"
VWF,ENSG00000110799,0.2731,0.4603,14,"Adipose tissue - Angiogenesis"
ADGRD1,ENSG00000111452,0.2634,0.4666,14,"Adipose tissue - Angiogenesis"
DSE,ENSG00000111817,0.2913,0.5046,14,"Adipose tissue - Angiogenesis"
NEDD9,ENSG00000111859,0.2879,0.4962,14,"Adipose tissue - Angiogenesis"
MAN1A1,ENSG00000111885,0.3481,0.4381,14,"Adipose tissue - Angiogenesis"
SASH1,ENSG00000111961,0.2455,0.5056,14,"Adipose tissue - Angiogenesis"
ADGRG6,ENSG00000112414,0.3527,0.4236,14,"Adipose tissue - Angiogenesis"
SLC29A1,ENSG00000112759,0.2442,0.4678,14,"Adipose tissue - Angiogenesis"
HBEGF,ENSG00000113070,0.2778,0.5222,14,"Adipose tissue - Angiogenesis"
LOX,ENSG00000113083,0.2706,0.5111,14,"Adipose tissue - Angiogenesis"
PCDH12,ENSG00000113555,0.3056,0.4406,14,"Adipose tissue - Angiogenesis"
PDGFRB,ENSG00000113721,0.2675,0.5057,14,"Adipose tissue - Angiogenesis"
AMOTL2,ENSG00000114019,0.2733,0.5163,14,"Adipose tissue - Angiogenesis"
GNB4,ENSG00000114450,0.2623,0.5061,14,"Adipose tissue - Angiogenesis"
PLSCR4,ENSG00000114698,0.2803,0.5026,14,"Adipose tissue - Angiogenesis"
LOXL3,ENSG00000115318,0.2993,0.4871,14,"Adipose tissue - Angiogenesis"
FN1,ENSG00000115414,0.3099,0.4398,14,"Adipose tissue - Angiogenesis"
IL1R1,ENSG00000115594,0.2945,0.4600,14,"Adipose tissue - Angiogenesis"
IL1RL1,ENSG00000115602,0.3494,0.4162,14,"Adipose tissue - Angiogenesis"
IL18R1,ENSG00000115604,0.3413,0.4464,14,"Adipose tissue - Angiogenesis"
EPAS1,ENSG00000116016,0.3117,0.4428,14,"Adipose tissue - Angiogenesis"
ANGPTL1,ENSG00000116194,0.2210,0.4463,14,"Adipose tissue - Angiogenesis"
QSOX1,ENSG00000116260,0.2522,0.4563,14,"Adipose tissue - Angiogenesis"
RRAGC,ENSG00000116954,0.2837,0.5139,14,"Adipose tissue - Angiogenesis"
NID1,ENSG00000116962,0.2481,0.4427,14,"Adipose tissue - Angiogenesis"
P3H1,ENSG00000117385,0.2580,0.4344,14,"Adipose tissue - Angiogenesis"
PLAGL1,ENSG00000118495,0.3349,0.4264,14,"Adipose tissue - Angiogenesis"
ITGB1BP1,ENSG00000119185,0.2753,0.4937,14,"Adipose tissue - Angiogenesis"
TEK,ENSG00000120156,0.3022,0.4457,14,"Adipose tissue - Angiogenesis"
MYCT1,ENSG00000120279,0.2949,0.4294,14,"Adipose tissue - Angiogenesis"
ARAP3,ENSG00000120318,0.2767,0.4602,14,"Adipose tissue - Angiogenesis"
TNN,ENSG00000120332,0.2862,0.5131,14,"Adipose tissue - Angiogenesis"
TGFBI,ENSG00000120708,0.3008,0.4771,14,"Adipose tissue - Angiogenesis"
TNFRSF8,ENSG00000120949,0.2865,0.5049,14,"Adipose tissue - Angiogenesis"
TBX2,ENSG00000121068,0.2680,0.4696,14,"Adipose tissue - Angiogenesis"
TBX4,ENSG00000121075,0.3328,0.4262,14,"Adipose tissue - Angiogenesis"
TNFSF10,ENSG00000121858,0.3567,0.4236,14,"Adipose tissue - Angiogenesis"
FKBP9,ENSG00000122642,0.2562,0.4643,14,"Adipose tissue - Angiogenesis"
RAMP3,ENSG00000122679,0.2708,0.4697,14,"Adipose tissue - Angiogenesis"
TWIST1,ENSG00000122691,0.2883,0.5082,14,"Adipose tissue - Angiogenesis"
PLAU,ENSG00000122861,0.2892,0.4902,14,"Adipose tissue - Angiogenesis"
P4HA1,ENSG00000122884,0.3380,0.4128,14,"Adipose tissue - Angiogenesis"
ITIH5,ENSG00000123243,0.2904,0.5025,14,"Adipose tissue - Angiogenesis"
MMP19,ENSG00000123342,0.2881,0.5078,14,"Adipose tissue - Angiogenesis"
TNFAIP6,ENSG00000123610,0.2976,0.5144,14,"Adipose tissue - Angiogenesis"
ACVR1C,ENSG00000123612,0.2956,0.5081,14,"Adipose tissue - Angiogenesis"
MOGAT1,ENSG00000124003,0.3323,0.4649,14,"Adipose tissue - Angiogenesis"
FAM124B,ENSG00000124019,0.3146,0.4373,14,"Adipose tissue - Angiogenesis"
ZNFX1,ENSG00000124201,0.2651,0.5054,14,"Adipose tissue - Angiogenesis"
SNAI1,ENSG00000124216,0.2820,0.5037,14,"Adipose tissue - Angiogenesis"
MOCS1,ENSG00000124615,0.2779,0.4858,14,"Adipose tissue - Angiogenesis"
COL21A1,ENSG00000124749,0.2623,0.4394,14,"Adipose tissue - Angiogenesis"
CD93,ENSG00000125810,0.3161,0.4346,14,"Adipose tissue - Angiogenesis"
ID1,ENSG00000125968,0.2453,0.4704,14,"Adipose tissue - Angiogenesis"
STAT5A,ENSG00000126561,0.2856,0.5053,14,"Adipose tissue - Angiogenesis"
AVPR2,ENSG00000126895,0.2630,0.4644,14,"Adipose tissue - Angiogenesis"
RAP1B,ENSG00000127314,0.2757,0.5141,14,"Adipose tissue - Angiogenesis"
PTPRB,ENSG00000127329,0.2951,0.4520,14,"Adipose tissue - Angiogenesis"
F2RL3,ENSG00000127533,0.2799,0.4849,14,"Adipose tissue - Angiogenesis"
GNG11,ENSG00000127920,0.2870,0.4500,14,"Adipose tissue - Angiogenesis"
HIP1,ENSG00000127946,0.2351,0.4925,14,"Adipose tissue - Angiogenesis"
PTPN12,ENSG00000127947,0.2878,0.5002,14,"Adipose tissue - Angiogenesis"
STEAP4,ENSG00000127954,0.2823,0.5126,14,"Adipose tissue - Angiogenesis"
KDR,ENSG00000128052,0.3042,0.4471,14,"Adipose tissue - Angiogenesis"
A4GALT,ENSG00000128274,0.2526,0.4618,14,"Adipose tissue - Angiogenesis"
LIF,ENSG00000128342,0.2950,0.5110,14,"Adipose tissue - Angiogenesis"
DLL4,ENSG00000128917,0.2739,0.4625,14,"Adipose tissue - Angiogenesis"
ADCY4,ENSG00000129467,0.2678,0.4611,14,"Adipose tissue - Angiogenesis"
STARD8,ENSG00000130052,0.2770,0.4602,14,"Adipose tissue - Angiogenesis"
DOCK6,ENSG00000130158,0.2738,0.4596,14,"Adipose tissue - Angiogenesis"
PLVAP,ENSG00000130300,0.2667,0.4926,14,"Adipose tissue - Angiogenesis"
USHBP1,ENSG00000130307,0.2741,0.4564,14,"Adipose tissue - Angiogenesis"
COLGALT1,ENSG00000130309,0.2913,0.5067,14,"Adipose tissue - Angiogenesis"
COX4I2,ENSG00000131055,0.3199,0.4321,14,"Adipose tissue - Angiogenesis"
IDO1,ENSG00000131203,0.3372,0.4059,14,"Adipose tissue - Angiogenesis"
GALNT15,ENSG00000131386,0.2469,0.5097,14,"Adipose tissue - Angiogenesis"
GFPT2,ENSG00000131459,0.2809,0.5109,14,"Adipose tissue - Angiogenesis"
ACLY,ENSG00000131473,0.2945,0.5090,14,"Adipose tissue - Angiogenesis"
RAMP2,ENSG00000131477,0.2750,0.4619,14,"Adipose tissue - Angiogenesis"
TMEM204,ENSG00000131634,0.2601,0.4688,14,"Adipose tissue - Angiogenesis"
CHSY1,ENSG00000131873,0.3140,0.4389,14,"Adipose tissue - Angiogenesis"
PPARG,ENSG00000132170,0.2900,0.5017,14,"Adipose tissue - Angiogenesis"
HSPA12B,ENSG00000132622,0.2714,0.4544,14,"Adipose tissue - Angiogenesis"
STARD13,ENSG00000133121,0.2766,0.4562,14,"Adipose tissue - Angiogenesis"
LGALS12,ENSG00000133317,0.2839,0.5147,14,"Adipose tissue - Angiogenesis"
TMTC1,ENSG00000133687,0.2466,0.4738,14,"Adipose tissue - Angiogenesis"
LYVE1,ENSG00000133800,0.3453,0.4229,14,"Adipose tissue - Angiogenesis"
GSC,ENSG00000133937,0.2760,0.5086,14,"Adipose tissue - Angiogenesis"
LOXL2,ENSG00000134013,0.2374,0.4455,14,"Adipose tissue - Angiogenesis"
SPX,ENSG00000134548,0.2925,0.5003,14,"Adipose tissue - Angiogenesis"
COL4A2,ENSG00000134871,0.3056,0.4403,14,"Adipose tissue - Angiogenesis"
ADAMTS8,ENSG00000134917,0.2562,0.5296,14,"Adipose tissue - Angiogenesis"
CTSL,ENSG00000135047,0.3502,0.4211,14,"Adipose tissue - Angiogenesis"
CEMIP2,ENSG00000135048,0.3625,0.4102,14,"Adipose tissue - Angiogenesis"
CD36,ENSG00000135218,0.2844,0.4614,14,"Adipose tissue - Angiogenesis"
HTR1B,ENSG00000135312,0.2988,0.4653,14,"Adipose tissue - Angiogenesis"
CPM,ENSG00000135678,0.3025,0.4756,14,"Adipose tissue - Angiogenesis"
LAMC1,ENSG00000135862,0.3020,0.4440,14,"Adipose tissue - Angiogenesis"
SLC19A3,ENSG00000135917,0.3189,0.4469,14,"Adipose tissue - Angiogenesis"
THSD1,ENSG00000136114,0.2789,0.4538,14,"Adipose tissue - Angiogenesis"
SPRY2,ENSG00000136158,0.2664,0.4862,14,"Adipose tissue - Angiogenesis"
IL6,ENSG00000136244,0.2850,0.5128,14,"Adipose tissue - Angiogenesis"
LRRC32,ENSG00000137507,0.2734,0.4789,14,"Adipose tissue - Angiogenesis"
SDCBP,ENSG00000137575,0.3290,0.4337,14,"Adipose tissue - Angiogenesis"
THBS1,ENSG00000137801,0.2807,0.5107,14,"Adipose tissue - Angiogenesis"
SMAD6,ENSG00000137834,0.2572,0.4643,14,"Adipose tissue - Angiogenesis"
BCAR3,ENSG00000137936,0.2795,0.4951,14,"Adipose tissue - Angiogenesis"
ARHGAP29,ENSG00000137962,0.2828,0.4505,14,"Adipose tissue - Angiogenesis"
MMRN1,ENSG00000138722,0.3020,0.4273,14,"Adipose tissue - Angiogenesis"
SEPTIN11,ENSG00000138758,0.3137,0.4508,14,"Adipose tissue - Angiogenesis"
CPNE8,ENSG00000139117,0.3261,0.4516,14,"Adipose tissue - Angiogenesis"
LUM,ENSG00000139329,0.3239,0.4255,14,"Adipose tissue - Angiogenesis"
ACVRL1,ENSG00000139567,0.3078,0.4501,14,"Adipose tissue - Angiogenesis"
ESYT1,ENSG00000139641,0.2688,0.5172,14,"Adipose tissue - Angiogenesis"
WARS1,ENSG00000140105,0.3394,0.4236,14,"Adipose tissue - Angiogenesis"
PML,ENSG00000140464,0.2784,0.5082,14,"Adipose tissue - Angiogenesis"
FCN3,ENSG00000142748,0.3358,0.4470,14,"Adipose tissue - Angiogenesis"
TINAGL1,ENSG00000142910,0.2700,0.4719,14,"Adipose tissue - Angiogenesis"
CYP4B1,ENSG00000142973,0.2932,0.5037,14,"Adipose tissue - Angiogenesis"
ZNF697,ENSG00000143067,0.2998,0.4380,14,"Adipose tissue - Angiogenesis"
FCGR2A,ENSG00000143226,0.3399,0.4242,14,"Adipose tissue - Angiogenesis"
ABL2,ENSG00000143322,0.2881,0.5153,14,"Adipose tissue - Angiogenesis"
ADAMTSL4,ENSG00000143382,0.2888,0.4429,14,"Adipose tissue - Angiogenesis"
SLC39A1,ENSG00000143570,0.2842,0.4806,14,"Adipose tissue - Angiogenesis"
ACKR3,ENSG00000144476,0.2847,0.4956,14,"Adipose tissue - Angiogenesis"
RBMS3,ENSG00000144642,0.2722,0.4814,14,"Adipose tissue - Angiogenesis"
ACKR2,ENSG00000144648,0.3482,0.4182,14,"Adipose tissue - Angiogenesis"
PHLDB2,ENSG00000144824,0.2720,0.4846,14,"Adipose tissue - Angiogenesis"
AGTR1,ENSG00000144891,0.3495,0.4204,14,"Adipose tissue - Angiogenesis"
SKP2,ENSG00000145604,0.3524,0.4182,14,"Adipose tissue - Angiogenesis"
OSMR,ENSG00000145623,0.2764,0.5129,14,"Adipose tissue - Angiogenesis"
IGFBP3,ENSG00000146674,0.3399,0.4192,14,"Adipose tissue - Angiogenesis"
MSN,ENSG00000147065,0.2796,0.4995,14,"Adipose tissue - Angiogenesis"
DIPK2B,ENSG00000147113,0.2899,0.4520,14,"Adipose tissue - Angiogenesis"
DOCK11,ENSG00000147251,0.2778,0.5094,14,"Adipose tissue - Angiogenesis"
STOM,ENSG00000148175,0.3240,0.4614,14,"Adipose tissue - Angiogenesis"
ADM,ENSG00000148926,0.2785,0.4971,14,"Adipose tissue - Angiogenesis"
SERPINH1,ENSG00000149257,0.2186,0.4501,14,"Adipose tissue - Angiogenesis"
ESAM,ENSG00000149564,0.2782,0.4597,14,"Adipose tissue - Angiogenesis"
CDC42EP2,ENSG00000149798,0.2699,0.4982,14,"Adipose tissue - Angiogenesis"
CLEC1A,ENSG00000150048,0.3222,0.4274,14,"Adipose tissue - Angiogenesis"
ARID5B,ENSG00000150347,0.2507,0.5082,14,"Adipose tissue - Angiogenesis"
LATS2,ENSG00000150457,0.2569,0.5234,14,"Adipose tissue - Angiogenesis"
VEGFC,ENSG00000150630,0.2944,0.4505,14,"Adipose tissue - Angiogenesis"
CRIM1,ENSG00000150938,0.3057,0.4574,14,"Adipose tissue - Angiogenesis"
GXYLT1,ENSG00000151233,0.3513,0.4145,14,"Adipose tissue - Angiogenesis"
EXT2,ENSG00000151348,0.2177,0.4457,14,"Adipose tissue - Angiogenesis"
ADAMTS12,ENSG00000151388,0.2829,0.5085,14,"Adipose tissue - Angiogenesis"
FRMD4A,ENSG00000151474,0.2891,0.5100,14,"Adipose tissue - Angiogenesis"
PDE3B,ENSG00000152270,0.3123,0.4916,14,"Adipose tissue - Angiogenesis"
PLOD2,ENSG00000152952,0.3380,0.4240,14,"Adipose tissue - Angiogenesis"
BMP6,ENSG00000153162,0.3003,0.4414,14,"Adipose tissue - Angiogenesis"
RBMS1,ENSG00000153250,0.3353,0.4234,14,"Adipose tissue - Angiogenesis"
ASAP1,ENSG00000153317,0.2701,0.4971,14,"Adipose tissue - Angiogenesis"
LURAP1L,ENSG00000153714,0.3009,0.5002,14,"Adipose tissue - Angiogenesis"
ROBO4,ENSG00000154133,0.2793,0.4568,14,"Adipose tissue - Angiogenesis"
ANGPT1,ENSG00000154188,0.2895,0.4541,14,"Adipose tissue - Angiogenesis"
FGD5,ENSG00000154783,0.2880,0.4565,14,"Adipose tissue - Angiogenesis"
VSIG4,ENSG00000155659,0.3063,0.4793,14,"Adipose tissue - Angiogenesis"
GDF6,ENSG00000156466,0.3376,0.4249,14,"Adipose tissue - Angiogenesis"
TIMP4,ENSG00000157150,0.2813,0.5054,14,"Adipose tissue - Angiogenesis"
AFAP1L1,ENSG00000157510,0.2870,0.4394,14,"Adipose tissue - Angiogenesis"
ERG,ENSG00000157554,0.2912,0.5028,14,"Adipose tissue - Angiogenesis"
PALM2AKAP2,ENSG00000157654,0.3011,0.4471,14,"Adipose tissue - Angiogenesis"
PRXL2C,ENSG00000158122,0.2678,0.4925,14,"Adipose tissue - Angiogenesis"
COLEC12,ENSG00000158270,0.3039,0.4322,14,"Adipose tissue - Angiogenesis"
SHROOM4,ENSG00000158352,0.2929,0.4438,14,"Adipose tissue - Angiogenesis"
ADAMTS4,ENSG00000158859,0.2805,0.5085,14,"Adipose tissue - Angiogenesis"
PKN3,ENSG00000160447,0.2619,0.4534,14,"Adipose tissue - Angiogenesis"
SHC1,ENSG00000160691,0.2621,0.5034,14,"Adipose tissue - Angiogenesis"
CYGB,ENSG00000161544,0.2448,0.4703,14,"Adipose tissue - Angiogenesis"
CD300LG,ENSG00000161649,0.2897,0.4801,14,"Adipose tissue - Angiogenesis"
ALOX15,ENSG00000161905,0.3040,0.4963,14,"Adipose tissue - Angiogenesis"
BCL6B,ENSG00000161940,0.2804,0.4619,14,"Adipose tissue - Angiogenesis"
RBP7,ENSG00000162444,0.2800,0.5017,14,"Adipose tissue - Angiogenesis"
PDPN,ENSG00000162493,0.3347,0.4247,14,"Adipose tissue - Angiogenesis"
ADGRL4,ENSG00000162618,0.2887,0.4999,14,"Adipose tissue - Angiogenesis"
OLFML2B,ENSG00000162745,0.2992,0.4765,14,"Adipose tissue - Angiogenesis"
NOSTRIN,ENSG00000163072,0.2821,0.4668,14,"Adipose tissue - Angiogenesis"
INHBB,ENSG00000163083,0.2644,0.5275,14,"Adipose tissue - Angiogenesis"
FSTL1,ENSG00000163430,0.3004,0.4471,14,"Adipose tissue - Angiogenesis"
TGFBR2,ENSG00000163513,0.2792,0.5084,14,"Adipose tissue - Angiogenesis"
FBLN2,ENSG00000163520,0.2570,0.4747,14,"Adipose tissue - Angiogenesis"
ADAMTS9,ENSG00000163638,0.2873,0.4836,14,"Adipose tissue - Angiogenesis"
PTX3,ENSG00000163661,0.2869,0.5127,14,"Adipose tissue - Angiogenesis"
PCOLCE2,ENSG00000163710,0.2532,0.4699,14,"Adipose tissue - Angiogenesis"
CXCL3,ENSG00000163734,0.2927,0.5130,14,"Adipose tissue - Angiogenesis"
TM4SF18,ENSG00000163762,0.2881,0.4380,14,"Adipose tissue - Angiogenesis"
CLEC3B,ENSG00000163815,0.2731,0.4624,14,"Adipose tissue - Angiogenesis"
SPRY1,ENSG00000164056,0.2626,0.5260,14,"Adipose tissue - Angiogenesis"
ANXA5,ENSG00000164111,0.2881,0.4921,14,"Adipose tissue - Angiogenesis"
EBF1,ENSG00000164330,0.2879,0.5119,14,"Adipose tissue - Angiogenesis"
BMPER,ENSG00000164619,0.3440,0.4189,14,"Adipose tissue - Angiogenesis"
CTSB,ENSG00000164733,0.2744,0.4611,14,"Adipose tissue - Angiogenesis"
SOX17,ENSG00000164736,0.2813,0.5009,14,"Adipose tissue - Angiogenesis"
DLC1,ENSG00000164741,0.2858,0.4983,14,"Adipose tissue - Angiogenesis"
GPR146,ENSG00000164849,0.2821,0.4855,14,"Adipose tissue - Angiogenesis"
CTHRC1,ENSG00000164932,0.2973,0.4633,14,"Adipose tissue - Angiogenesis"
SVEP1,ENSG00000165124,0.3106,0.4419,14,"Adipose tissue - Angiogenesis"
VEGFD,ENSG00000165197,0.2824,0.4624,14,"Adipose tissue - Angiogenesis"
AQP7,ENSG00000165269,0.2759,0.4813,14,"Adipose tissue - Angiogenesis"
FOLR2,ENSG00000165457,0.3601,0.4108,14,"Adipose tissue - Angiogenesis"
DEPP1,ENSG00000165507,0.2644,0.5287,14,"Adipose tissue - Angiogenesis"
JCAD,ENSG00000165757,0.3082,0.4428,14,"Adipose tissue - Angiogenesis"
BTNL9,ENSG00000165810,0.2801,0.4857,14,"Adipose tissue - Angiogenesis"
SLC39A13,ENSG00000165915,0.2553,0.4619,14,"Adipose tissue - Angiogenesis"
ADAMTS15,ENSG00000166106,0.2837,0.4865,14,"Adipose tissue - Angiogenesis"
IKBIP,ENSG00000166130,0.3274,0.4300,14,"Adipose tissue - Angiogenesis"
FBN1,ENSG00000166147,0.3330,0.4241,14,"Adipose tissue - Angiogenesis"
CYYR1,ENSG00000166265,0.2907,0.4480,14,"Adipose tissue - Angiogenesis"
GARRE1,ENSG00000166398,0.2841,0.4537,14,"Adipose tissue - Angiogenesis"
PLIN1,ENSG00000166819,0.2858,0.5171,14,"Adipose tissue - Angiogenesis"
CRK,ENSG00000167193,0.2940,0.4738,14,"Adipose tissue - Angiogenesis"
PLIN4,ENSG00000167676,0.2846,0.5103,14,"Adipose tissue - Angiogenesis"
TMEM88,ENSG00000167874,0.2494,0.4575,14,"Adipose tissue - Angiogenesis"
